"teaching_number","title","date","year"
"922","DEATH AND LIFE, YET AGAIN","Mar. 16, 1986","1986"
"923","LIGHT AND DARKNESS","Mar. 19, 1986","1986"
"924","THE EASTER SEASON","Mar. 26, 1986","1986"
"925","PURPOSE IN LIFE","Mar. 28, 1986","1986"
"926","SPIRITUAL VALUES AND HEALTH","Mar. 31, 1986","1986"
"927","ACCOMPLISHMENT","Apr. 05, 1986","1986"
"928","COMMUNICATING","Apr. 11, 1986","1986"
"929","ATTUNEMENT","Apr. 12, 1986","1986"
"930","FOLLOW ME","Apr. 18, 1986","1986"
"931","REASON AND SPIRIT","Apr. 20, 1986","1986"
"932","RESPONSIBILITY","Apr. 24, 1986","1986"
"933","A TIME OF SADNESS","Apr. 27, 1986","1986"
"934","THE GOSPEL STORIES","Apr. 30, 1986","1986"
"935","DISCIPLINE AND FREEDOM","May. 03, 1986","1986"
"936","SPIRIT IN SELF","May. 07, 1986","1986"
"937","SEVEN YEARS: AN ANNIVERSARY","May. 10, 1986","1986"
"938","SEVEN YEARS, II","May. 11, 1986","1986"
"939","POT","May. 14, 1986","1986"
"940","HAVE FUN!","May. 17, 1986","1986"
"941","HUMAN POTENTIAL","May. 22, 1986","1986"
"942","REMEMBERING A TIME OF WAR","May. 24, 1986","1986"
"943","SCRIPTURE AS PLACEBO","May. 27, 1986","1986"
"944","SPIRIT IN THE LEARNING PROCESS","Jun. 01, 1986","1986"
"945","LIFE IS A RIVER… AND PUDDLES","Jun. 02, 1986","1986"
"946","EVERLASTING AND ETERNAL","Jun. 03, 1986","1986"
"947","DISCIPLESHIP","Jun. 11, 1986","1986"
"948","DISCIPLINING SELF","Jun. 14, 1986","1986"
"949","PLAYING AT BELIEVING","Jun. 23, 1986","1986"
"950","GRACE IS SUFFICIENT","Jun. 30, 1986","1986"
"951","AN UPDATE ON ALCOHOL","Jul. 03, 1986","1986"
"952","FOUR GOSPELS","Jul. 05, 1986","1986"
"953","THOUGHTS ABOUT WORSHIP","Jul. 09, 1986","1986"
"954","DAVID’S STORY","Jul. 13, 1986","1986"
"955","REALITY:  MY PRESENCE","Jul. 16, 1986","1986"
"956","RAM, RAM, JAIA RAM","Jul. 18, 1986","1986"
"957","MODERN, BIBLICAL LIFE","Jul. 20, 1986","1986"
"958","LOCUS OF CONTROL","Jul. 25, 1986","1986"
"959","COMMITMENT","Jul. 26, 1986","1986"
"960","REFLECTIONS ON A CONFERENCE","Jul. 30, 1986","1986"
"961","MODERN MEDICINE","Jul. 31, 1986","1986"
"962","PURPOSE IN LIFE","Aug. 02, 1986","1986"
"963","THE SPIRIT IS NOW","Aug. 06, 1986","1986"
"964","DISHARMONY IN THE CHURCH","Aug. 08, 1986","1986"
"965","GOVERNMENT","Aug. 10, 1986","1986"
"966","WHAT IS “OF WORTH”?","Aug. 14, 1986","1986"
"967","BACK TO THE BIBLE","Aug. 17, 1986","1986"
"968","ARE THERE TWO “SIDES” TO SPIRIT?","Aug. 21, 1986","1986"
"969","LIFE:  A REVIEW","Aug. 31, 1986","1986"
"970","DEFENSE","Sep. 03, 1986","1986"
"971","DEPENDENCE","Sep. 07, 1986","1986"
"972","DO I TRULY “FOLLOW YOU”?","Sep. 12, 1986","1986"
"973","FAST PACE","Sep. 14, 1986","1986"
"974","REPAIRING THE BODY","Sep. 19, 1986","1986"
"975","A TIME FOR LIFE AND A TIME FOR DEATH","Sep. 23, 1986","1986"
"976","TRAVELING TO LEARN","Sep. 28, 1986","1986"
"977","ATTACHMENT","Sep. 29, 1986","1986"
"978","PUBLIC HEALTH","Sep. 30, 1986","1986"
"979","A STEADY FLOW OF KNOWLEDGE","Oct. 01, 1986","1986"
"980","ATTACHMENT, II","Oct. 03, 1986","1986"
"981","MEDITATION IN THE MOUNTAINS","Oct. 07, 1986","1986"
"982","IN THE HEART OF A CITY, AGAIN","Oct. 08, 1986","1986"
"983","MEET THE CHALLENGE","Oct. 20, 1986","1986"
"984","REALITY… JUST IS","Oct. 22, 1986","1986"
"985","A REAFFIRMATION","Oct. 25, 1986","1986"
"986","FUNDAMENTAL CHRISTIANITY","Oct. 31, 1986","1986"
"987","RETURNING THANKS","Nov. 01, 1986","1986"
"988","RIGHT BRAIN AND SPIRIT","Nov. 08, 1986","1986"
"989","ATTACHMENT, III","Nov. 09, 1986","1986"
"990","AIDS AND SPIRIT","Nov. 12, 1986","1986"
"991","FREEING THE CONSCIOUSNESS","Nov. 20, 1986","1986"
"992","HAZARDS AND SPIRIT","Nov. 21, 1986","1986"
"993","THE WAY OF THE LORD","Nov. 23, 1986","1986"
"994","ELECTION","Nov. 26, 1986","1986"
"995","BEING THE SERVANT YOU CAN BE","Nov. 28, 1986","1986"
"996","PRAYER","Nov. 30, 1986","1986"
"997","UNORTHODOXY","Dec. 08, 1986","1986"
"998","CRISIS IN A LIFE","Dec. 12, 1986","1986"
"999","AN EVENING DISCUSSION","Dec. 14, 1986","1986"
"1000","A TIME FOR CONTEMPLATION","Dec. 20, 1986","1986"
"1001","A NEW DAY IN A NEW PLACE","Dec. 21, 1986","1986"
"1002","AM I A LIBERAL?","Dec. 22, 1986","1986"
"1003","WIND IN MY WORLD","Dec. 23, 1986","1986"
"1004","MANY EXPERIENCES","Dec. 24, 1986","1986"
"1005","CHRISTIAN LIVING","Dec. 26, 1986","1986"
"1006","A DAY OF LEAVING","Dec. 27, 1986","1986"
"1007","TRYING AND NOT TRYING","Dec. 31, 1986","1986"
"1008","A MISSION","Jan. 07, 1987","1987"
"1009","IN MOMENTS OF TIME","Jan. 08, 1987","1987"
"1010","LOVE, YET AGAIN","Jan. 11, 1987","1987"
"1011","TELLING YOUR STORY","Jan. 15, 1987","1987"
"1012","DEATH AS BALANCE","Jan. 19, 1987","1987"
"1013","MY ROLE AS SPIRIT","Jan. 24, 1987","1987"
"1014","MYSTICAL CHRISTIANITY","Jan. 27, 1987","1987"
"1015","A SIGN","Jan. 29, 1987","1987"
"1016","PEACE AND STRUGGLE","Feb. 01, 1987","1987"
"1017","SUFFERING","Feb. 07, 1987","1987"
"1018","THE MYSTICAL AS REALITY","Feb. 08, 1987","1987"
"1019","DYING HEALTHY","Feb. 12, 1987","1987"
"1020","MY LIBERAL LEANINGS","Feb. 14, 1987","1987"
"1021","WARMTH","Feb. 20, 1987","1987"
"1022","WALKING THE LINE","Feb. 22, 1987","1987"
"1023","IN SPIRIT AND IN TRUTH","Feb. 26, 1987","1987"
"1024","THE EARTH IS THE LORD’S","Mar. 01, 1987","1987"
"1025","ETHICS, MORALITY, AND ME","Mar. 04, 1987","1987"
"1026","THE REALM OF TIME","Mar. 06, 1987","1987"
"1027","SUNDAY SCHOOL","Mar. 08, 1987","1987"
"1028","PAPAL AUTHORITY","Mar. 12, 1987","1987"
"1029","RESPONSIBILITIES","Mar. 13, 1987","1987"
"1030","BEING LED","Mar. 14, 1987","1987"
"1031","A TIME OF RESPITE","Mar. 28, 1987","1987"
"1032","A COLD SPELL","Mar. 30, 1987","1987"
"1033","ARMS AND SECURITY","Apr. 02, 1987","1987"
"1034","OPENNESS","Apr. 04, 1987","1987"
"1035","… THE OLD, OLD STORY","Apr. 06, 1987","1987"
"1036","PRAYER POWER","Apr. 09, 1987","1987"
"1037","CLANGING CYMBALS","Apr. 11, 1987","1987"
"1038","STORIES OF HEALTH","Apr. 12, 1987","1987"
"1039","PROCESS AND SPIRIT","Apr. 13, 1987","1987"
"1040","SPIRIT AS A FACTOR IN HEALTH","Apr. 14, 1987","1987"
"1041","HEALTH REQUIRES SPIRIT","Apr. 16, 1987","1987"
"1042","A CONVENTION CLOSES","Apr. 18, 1987","1987"
"1043","A MUSE ON ENVIRONMENT","Apr. 24, 1987","1987"
"1044","PASS / FAIL","Apr. 25, 1987","1987"
"1045","THE SPIRIT KNOWS","May. 01, 1987","1987"
"1046","A SPIRITUAL FUTURE","May. 03, 1987","1987"
"1047","YOU ARE BECAUSE I AM","May. 07, 1987","1987"
"1048","LIFE EVERLASTING","May. 09, 1987","1987"
"1049","GETTING YOUR ATTENTION","May. 10, 1987","1987"
"1050","NUMBER NINE","May. 11, 1987","1987"
"1051","THE ESSENTIAL BALANCE:  FUN","May. 14, 1987","1987"
"1052","RHYTHM, YET AGAIN","May. 17, 1987","1987"
"1053","THE SPIRIT IS HERE","May. 20, 1987","1987"
"1054","PEACE AND WAR","May. 22, 1987","1987"
"1055","REMEMBERING","May. 26, 1987","1987"
"1056","SLOW AND GENTLE","May. 30, 1987","1987"
"1057","LETTERS","Jun. 02, 1987","1987"
"1058","HEALTH","Jun. 04, 1987","1987"
"1059","RELATIONSHIPS","Jun. 08, 1987","1987"
"1060","AH, PENTECOST!","Jun. 10, 1987","1987"
"1061","IN AN OLD, NEW PLACE","Jun. 11, 1987","1987"
"1062","FIRST THINGS FIRST","Jun. 12, 1987","1987"
"1063","HOSANNA!","Jun. 13, 1987","1987"
"1064","SABBATH THOUGHTS","Jun. 14, 1987","1987"
"1065","PREVENTION","Jun. 18, 1987","1987"
"1066","SUNDAY THOUGHTS","Jun. 21, 1987","1987"
"1067","ALOHA","Jun. 22, 1987","1987"
"1068","AFFLUENCE","Jun. 25, 1987","1987"
"1069","LIFE IN THE EARTH","Jun. 28, 1987","1987"
"1070","SPIRITUAL ADAPTABILITY","Jul. 03, 1987","1987"
"1071","INDEPENDENCE","Jul. 04, 1987","1987"
"1072","RELATIVE VALUES","Jul. 05, 1987","1987"
"1073","SELF, SPIRITUAL","Jul. 06, 1987","1987"
"1074","DISCIPLINE","Jul. 07, 1987","1987"
"1075","ATTACHMENT, YET AGAIN","Jul. 08, 1987","1987"
"1076","BEING FAITHFUL","Jul. 09, 1987","1987"
"1077","FORGIVENESS","Jul. 12, 1987","1987"
"1078","UNDERSTANDING A CONCEPT","Jul. 16, 1987","1987"
"1079","TWO TASKS","Jul. 19, 1987","1987"
"1080","WALK IN THE SUN, O SON","Jul. 20, 1987","1987"
"1081","MEEKNESS","Jul. 21, 1987","1987"
"1082","SCRIPTURE, YET AGAIN","Jul. 22, 1987","1987"
"1083","THEOLOGY","Jul. 23, 1987","1987"
"1084","A CHRISTIAN EXPERIENCE","Jul. 27, 1987","1987"
"1085","CONSCIENCE","Jul. 29, 1987","1987"
"1086","ENJOY THE WARMTH","Aug. 03, 1987","1987"
"1087","THE EARTH IS SUFFICIENT","Aug. 04, 1987","1987"
"1088","A TIME FOR REDISTRIBUTION","Aug. 06, 1987","1987"
"1089","GO FORTH TO SERVE","Aug. 09, 1987","1987"
"1090","LIVING POOR","Aug. 11, 1987","1987"
"1091","PREDESTINATION","Aug. 14, 1987","1987"
"1092","CAN THERE BE HARMONY?","Aug. 16, 1987","1987"
"1093","“YOU’RE OUT!”","Aug. 18, 1987","1987"
"1094","PREDESTINATION, II","Aug. 20, 1987","1987"
"1095","COMPETITION","Aug. 21, 1987","1987"
"1096","SPIRIT IN TEACHING","Aug. 25, 1987","1987"
"1097","BEING A MODEL","Aug. 27, 1987","1987"
"1098","APPRECIATION OF LIFE","Aug. 29, 1987","1987"
"1099","A REVEALING","Sep. 02, 1987","1987"
"1100","THE COMMANDMENT TO LOVE","Sep. 05, 1987","1987"
"1101","ELEVATION","Sep. 08, 1987","1987"
"1102","PERSPECTIVES ON DEATH","Sep. 10, 1987","1987"
"1103","THE GOSPEL STORY","Sep. 11, 1987","1987"
"1104","CAN SPIRIT BE PART OF SCIENCE?","Sep. 17, 1987","1987"
"1105","LIVING FREE","Sep. 19, 1987","1987"
"1106","USE OF SCRIPTURE","Sep. 20, 1987","1987"
"1107","TEMPERANCE","Sep. 27, 1987","1987"
"1108","LOVE IS","Oct. 02, 1987","1987"
"1109","SOUNDS OF MUSIC","Oct. 08, 1987","1987"
"1110","AIDS","Oct. 12, 1987","1987"
"1111","SPIRITUAL ADDICTION","Oct. 14, 1987","1987"
"1112","CONFERENCING","Oct. 17, 1987","1987"
"1113","PUBLIC HEALTH, YET AGAIN","Oct. 19, 1987","1987"
"1114","IN SEARCH OF COMRADESHIP","Oct. 20, 1987","1987"
"1115","HEALTH CARE FOR ALL?","Oct. 21, 1987","1987"
"1116","LORDSHIP","Oct. 25, 1987","1987"
"1117","EVERYTHING IS GOD?","Oct. 28, 1987","1987"
"1118","THE SPIRIT TEACHES","Oct. 30, 1987","1987"
"1119","FELLOWSHIP IN THE CHURCH","Nov. 02, 1987","1987"
"1120","TESTIMONIES","Nov. 04, 1987","1987"
"1121","INNER STRENGTH","Nov. 06, 1987","1987"
"1122","YOU ARE MORE THAN…","Nov. 09, 1987","1987"
"1123","SPIRITUAL STORIES","Nov. 13, 1987","1987"
"1124","A TOUCH OF ILL-HEALTH","Nov. 15, 1987","1987"
"1125","SQUIGGLES","Nov. 19, 1987","1987"
"1126","BE FRUITFUL…","Nov. 20, 1987","1987"
"1127","DISCERNING THE TRUTH","Nov. 22, 1987","1987"
"1128","MISSED OPPORTUNITIES","Nov. 25, 1987","1987"
"1129","IN SEARCH OF RELEVANCE","Nov. 29, 1987","1987"
"1130","IN THE MIDST OF RESPONSIBILITY","Dec. 04, 1987","1987"
"1131","AIDS:  A SPIRITUAL CHALLENGE","Dec. 09, 1987","1987"
"1132","“YOUNG” SPIRITS","Dec. 13, 1987","1987"
"1133","A PERSONAL RELATIONSHIP…","Dec. 17, 1987","1987"
"1134","REBUILD YOUR SEX LIFE","Dec. 20, 1987","1987"
"1135","CHRISTMAS STORIES","Dec. 21, 1987","1987"
"1136","HUMANS:  MY CREATION","Dec. 22, 1987","1987"
"1137","ETERNAL LIFE, YET AGAIN","Dec. 23, 1987","1987"
"1138","BE IN THE LIGHT","Dec. 29, 1987","1987"
"1139","THE DILEMMA OF FAITH","Dec. 30, 1987","1987"
"1140","THE YEAR AHEAD","Jan. 01, 1988","1988"
"1141","SINS","Jan. 05, 1988","1988"
"1142","TECHNOLOGY, YET AGAIN","Jan. 07, 1988","1988"
"1143","SELF DISCIPLINE","Jan. 09, 1988","1988"
"1144","A NEW AGE?","Jan. 13, 1988","1988"
"1145","RETIREMENT","Jan. 15, 1988","1988"
"1146","POLITICS","Jan. 17, 1988","1988"
"1147","ECOLOGICAL BALANCE","Jan. 21, 1988","1988"
"1148","WHAT IS MYSTICAL?","Jan. 23, 1988","1988"
"1149","AUTHORITY","Jan. 26, 1988","1988"
"1150","ACADEMIC LIFE","Jan. 28, 1988","1988"
"1151","THE BIBLE TIMES… AND NOW","Jan. 29, 1988","1988"
"1152","FREE FALL","Feb. 02, 1988","1988"
"1153","INVOCATION","Feb. 03, 1988","1988"
"1154","LOOK BUSY!","Feb. 06, 1988","1988"
"1155","CONTRA","Feb. 09, 1988","1988"
"1156","OIL AND WATER","Feb. 11, 1988","1988"
"1157","EARTHQUAKE","Feb. 13, 1988","1988"
"1158","COMMUNISM","Feb. 16, 1988","1988"
"1159","JOB","Feb. 19, 1988","1988"
"1160","SPIRIT AS YEAST","Feb. 21, 1988","1988"
"1161","FAMILY","Feb. 26, 1988","1988"
"1162","AWARENESS AND APPRECIATION","Feb. 27, 1988","1988"
"1163","WHEN IT IS GONE","Mar. 01, 1988","1988"
"1164","TRUE FAMILY","Mar. 05, 1988","1988"
"1165","LIFE IS ETERNAL","Mar. 10, 1988","1988"
"1166","IN THE TIME OF LENT","Mar. 12, 1988","1988"
"1167","HEALTH = BALANCING","Mar. 13, 1988","1988"
"1168","HOLY SPIRIT","Mar. 16, 1988","1988"
"1169","ANOTHER LOOK AT SUN","Mar. 22, 1988","1988"
"1170","SPIRIT IS THE WORD","Mar. 25, 1988","1988"
"1171","COIN OF THE REALM","Apr. 02, 1988","1988"
"1172","QUESTIONS ABOUT LIFE","Apr. 05, 1988","1988"
"1173","ANNIVERSARY","Apr. 06, 1988","1988"
"1174","GOD IN LEISURE","Apr. 07, 1988","1988"
"1175","PEACE IN THE EARTH","Apr. 09, 1988","1988"
"1176","FIRE AND WATER","Apr. 10, 1988","1988"
"1177","“… BY YOURSELF”","Apr. 14, 1988","1988"
"1178","COMMITMENT, YET AGAIN","Apr. 18, 1988","1988"
"1179","BRASH RELATIONSHIP","Apr. 20, 1988","1988"
"1180","DAVIS WAS CHOSEN","Apr. 22, 1988","1988"
"1181","RESTORE THE RHYTHM CONCEPT","Apr. 24, 1988","1988"
"1182","… AND THERE ARE OTHER SHEEP…","Apr. 29, 1988","1988"
"1183","WEALTH","May. 01, 1988","1988"
"1184","SIMPLE THOUGHTS","May. 04, 1988","1988"
"1185","DEFINITE MESSAGES","May. 06, 1988","1988"
"1186","DISEASE","May. 07, 1988","1988"
"1187","ANOTHER ANNIVERSARY","May. 11, 1988","1988"
"1188","ECOLOGICAL PERSPECTIVE ON DEATH","May. 13, 1988","1988"
"1189","A YOUNG LIFE TAKEN","May. 17, 1988","1988"
"1190","DEATH IN ECOLOGICAL PERSPECTIVE","May. 19, 1988","1988"
"1191","PROPHET?  NO","May. 20, 1988","1988"
"1192","ESCHATOLOGY","May. 22, 1988","1988"
"1193","MY “ANNIVERSARY”","May. 23, 1988","1988"
"1194","RAIN","May. 24, 1988","1988"
"1195","SAMSON","May. 25, 1988","1988"
"1196","TRANSFORMATION OF ENERGY","May. 26, 1988","1988"
"1197","A SCENARIO OF DEATH","May. 27, 1988","1988"
"1198","EDUCATING “MY WAY”","May. 28, 1988","1988"
"1199","DISCIPLINE","May. 29, 1988","1988"
"1200","SPIRIT AND RIGHT BRAIN","Jun. 01, 1988","1988"
"1201","SUGGESTIONS FOR THE WEEK AHEAD","Jun. 04, 1988","1988"
"1202","TESTIMONIES","Jun. 05, 1988","1988"
"1203","YES, STORIES","Jun. 06, 1988","1988"
"1204","TIME WAS…","Jun. 08, 1988","1988"
"1205","TIME TO RESTORE","Jun. 11, 1988","1988"
"1206","BEYOND CONFUSION","Jun. 14, 1988","1988"
"1207","ANOTHER RUMINATIONS","Jun. 17, 1988","1988"
"1208","THE TWO CONCEPTS","Jun. 20, 1988","1988"
"1209","BALANCING, BALANCING","Jun. 22, 1988","1988"
"1210","SELF AND WORLD","Jun. 23, 1988","1988"
"1211","FRIENDSHIP","Jun. 24, 1988","1988"
"1212","THE ECOLOGICAL DILEMMA","Jun. 25, 1988","1988"
"1213","A FUN MEETING","Jun. 26, 1988","1988"
"1214","THE BARNABAS STORY","Jun. 28, 1988","1988"
"1215","THE WOES OF LIVING","Jul. 04, 1988","1988"
"1216","IT’S SPIRIT THAT HEALS","Jul. 07, 1988","1988"
"1217","SPIRIT IN THE MIRROR","Jul. 11, 1988","1988"
"1218","THE MYSTICAL PROCESS","Jul. 14, 1988","1988"
"1219","TIME AS REALITY","Jul. 16, 1988","1988"
"1220","OFF TO SCHOOL","Jul. 22, 1988","1988"
"1221","AGE AND SPIRIT","Jul. 23, 1988","1988"
"1222","THE DESIRE TO HAVE","Jul. 24, 1988","1988"
"1223","PEACEFUL THOUGHTS","Jul. 25, 1988","1988"
"1224","AN EXCITING FUTURE","Jul. 26, 1988","1988"
"1225","JESUS AS PRESBYTERIAN","Jul. 27, 1988","1988"
"1226","BALANCING, YET AGAIN","Jul. 28, 1988","1988"
"1227","SCHOOL’S OVER","Jul. 31, 1988","1988"
"1228","SCIENCE AND ME","Aug. 02, 1988","1988"
"1229","TIME… THE MASTER?","Aug. 05, 1988","1988"
"1230","PRO LIFE","Aug. 08, 1988","1988"
"1231","TEACHINGS","Aug. 12, 1988","1988"
"1232","LIVE LIFE FULLY","Aug. 15, 1988","1988"
"1233","WITHIN","Aug. 20, 1988","1988"
"1234","NATURE’S WAY","Aug. 22, 1988","1988"
"1235","RESEARCHING SPIRIT","Aug. 25, 1988","1988"
"1236","ENJOY THE EXPERIENCE","Aug. 29, 1988","1988"
"1237","HEALTH IS…","Aug. 30, 1988","1988"
"1238","WHEN SPIRIT SPEAKS…","Aug. 31, 1988","1988"
"1239","A WONDROUS HOST","Sep. 07, 1988","1988"
"1240","THE SPIRIT OF A PLACE","Sep. 09, 1988","1988"
"1241","THE “RAPTURE”","Sep. 10, 1988","1988"
"1242","A POSITIVE VIEW OF LIFE","Sep. 11, 1988","1988"
"1243","RELUCTANCE TO SHARE","Sep. 12, 1988","1988"
"1244","HEALTHY BALANCING","Sep. 14, 1988","1988"
"1245","GRACE","Sep. 15, 1988","1988"
"1246","WHEN I CALL…","Sep. 16, 1988","1988"
"1247","HOME… AND A NEW SEASON","Sep. 22, 1988","1988"
"1248","WHEN LIFE RUNS FAST","Sep. 24, 1988","1988"
"1249","ETHICS AND ME","Sep. 25, 1988","1988"
"1250","A SPIRITUAL AFTERNOON","Sep. 29, 1988","1988"
"1251","THEOLOGY, YET AGAIN","Oct. 03, 1988","1988"
"1252","CHANGING SEASONS","Oct. 05, 1988","1988"
"1253","HEALING POWER","Oct. 07, 1988","1988"
"1254","A FAMILY TRAGEDY","Oct. 09, 1988","1988"
"1255","SON OF MAN","Oct. 11, 1988","1988"
"1256","TWO WELLSPRINGS MERGE","Oct. 13, 1988","1988"
"1257","LOSS OF A SPIRITUAL HOME","Oct. 15, 1988","1988"
"1258","COUNSELING","Oct. 17, 1988","1988"
"1259","SPIRITUAL ADAPTING","Oct. 19, 1988","1988"
"1260","WEATHER","Oct. 21, 1988","1988"
"1261","SPIRIT AND SOUL","Oct. 24, 1988","1988"
"1262","UPON THE ROCK","Oct. 26, 1988","1988"
"1263","WHAT IS TRUTH?","Oct. 29, 1988","1988"
"1264","TWO WELLSPRINGS, AGAIN","Nov. 03, 1988","1988"
"1265","BAPTISM AND ME","Nov. 07, 1988","1988"
"1266","HUMAN ECOLOGY","Nov. 09, 1988","1988"
"1267","LET ME CHOOSE","Nov. 11, 1988","1988"
"1268","HEARING ANOTHER","Nov. 15, 1988","1988"
"1269","A SEASON OF THANKS","Nov. 18, 1988","1988"
"1270","A TRUE EVALUATION","Nov. 21, 1988","1988"
"1271","A TIME OF FAMILY THANKS","Nov. 27, 1988","1988"
"1272","SAINTS","Nov. 29, 1988","1988"
"1273","THE HUMAN MIND","Dec. 01, 1988","1988"
"1274","WORTHWHILE PROCESSES","Dec. 03, 1988","1988"
"1275","THE WORD AT CHRISTMAS","Dec. 05, 1988","1988"
"1276","REMEMBRANCE AND ANTICIPATION","Dec. 07, 1988","1988"
"1277","THE DISCIPLINE THAT ASSURES GRACE","Dec. 11, 1988","1988"
"1278","GOD WITHIN","Dec. 13, 1988","1988"
"1279","BACK TO THE GARDEN?","Dec. 15, 1988","1988"
"1280","SPEAKING PLAINLY","Dec. 17, 1988","1988"
"1281","FEARS","Dec. 28, 1988","1988"
"1282","RESOLUTIONS","Dec. 31, 1988","1988"
"1283","CHRIS","Jan. 02, 1989","1989"
"1284","A NEW BEGINNING","Jan. 03, 1989","1989"
"1285","THE MYTH OF JONAH","Jan. 06, 1989","1989"
"1286","BALANCING, YET AGAIN","Jan. 07, 1989","1989"
"1287","CONVERSATION","Jan. 11, 1989","1989"
"1288","STEWARDSHIP… AGAIN","Jan. 15, 1989","1989"
"1289","BEING YOURSELF","Jan. 18, 1989","1989"
"1290","ECOLOGY AND SPIRIT","Jan. 20, 1989","1989"
"1291","TO THE “END”…","Jan. 22, 1989","1989"
"1292","TELLING YOUR STORY…","Jan. 24, 1989","1989"
"1293","POLITICS","Jan. 26, 1989","1989"
"1294","BREAK THROUGH","Jan. 28, 1989","1989"
"1295","BROTHERHOOD","Jan. 30, 1989","1989"
"1296","CHAOS AND ME","Feb. 01, 1989","1989"
"1297","BOTH ONE AND THREE","Feb. 03, 1989","1989"
"1298","PARENTING","Feb. 05, 1989","1989"
"1299","LIBERATION THEOLOGY","Feb. 07, 1989","1989"
"1300","THANKS BE TO GOD","Feb. 09, 1989","1989"
"1301","A TIME TO TALK… AND TO LISTEN","Feb. 11, 1989","1989"
"1302","MIND OVER SPIRIT","Feb. 13, 1989","1989"
"1303","CREATION… NO KA OE","Feb. 15, 1989","1989"
"1304","FRIENDS","Feb. 17, 1989","1989"
"1305","STRESS","Feb. 21, 1989","1989"
"1306","IN THE MIST","Feb. 22, 1989","1989"
"1307","SEEKERS","Feb. 26, 1989","1989"
"1308","BIBLE STUDY","Feb. 28, 1989","1989"
"1309","AMONG THE SEEKERS","Mar. 02, 1989","1989"
"1310","CHRIST SPIRIT","Mar. 07, 1989","1989"
"1311","SAINTS, ANGELS, AND…","Mar. 13, 1989","1989"
"1312","RESISTANCE","Mar. 18, 1989","1989"
"1313","IMAGINATION","Mar. 21, 1989","1989"
"1314","“THE NIGHT”","Mar. 24, 1989","1989"
"1315","HEAVEN AND HELL","Mar. 27, 1989","1989"
"1316","HELL","Mar. 29, 1989","1989"
"1317","SUPER COSMOLOGY","Mar. 31, 1989","1989"
"1318","STORIES, YET AGAIN","Apr. 02, 1989","1989"
"1319","LISTENING TO ANOTHER","Apr. 05, 1989","1989"
"1320","TEACHINGS GALORE","Apr. 07, 1989","1989"
"1321","CANCER","Apr. 10, 1989","1989"
"1322","ILL HEALTH","Apr. 14, 1989","1989"
"1323","WORLD HUNGER","Apr. 16, 1989","1989"
"1324","THE OLD AND THE NEW","Apr. 19, 1989","1989"
"1325","WAR AND PEACE","Apr. 20, 1989","1989"
"1326","COMMUNITY, PLUS","Apr. 21, 1989","1989"
"1327","RESPONSIBILITY","Apr. 22, 1989","1989"
"1328","ONE WAY?","Apr. 23, 1989","1989"
"1329","THE FUTURE","Apr. 26, 1989","1989"
"1330","HELL, II","Apr. 28, 1989","1989"
"1331","HEAVENLY REALMS","May. 01, 1989","1989"
"1332","AIDS… AND DEATH","May. 03, 1989","1989"
"1333","HUMAN/SPIRITUAL INTERACTING","May. 06, 1989","1989"
"1334","PREDESTINATION, YET AGAIN","May. 08, 1989","1989"
"1335","A “COMING TOGETHER”","May. 10, 1989","1989"
"1336","ONE DECADE","May. 11, 1989","1989"
"1337","FAILURE","May. 13, 1989","1989"
"1338","MY “BIRTHDAY”","May. 15, 1989","1989"
"1339","PENTECOST, AGAIN","May. 17, 1989","1989"
"1340","SPIRITUAL HEALTH","May. 20, 1989","1989"
"1341","SUPPORT GROUPS","May. 23, 1989","1989"
"1342","SELF, SPIRITUAL, AGAIN","May. 25, 1989","1989"
"1343","BIRTHDAY","May. 26, 1989","1989"
"1344","A TIME AWAY","Jun. 01, 1989","1989"
"1345","RESILIENCY OF SPIRIT","Jun. 02, 1989","1989"
"1346","… THE PLACE IS FAMILIAR…","Jun. 03, 1989","1989"
"1347","THE YOUNG… AND… THE OLD","Jun. 04, 1989","1989"
"1348","A CONVERSATION ABOUT ME","Jun. 06, 1989","1989"
"1349","BE FRUITFUL…","Jun. 07, 1989","1989"
"1350","ALOHA","Jun. 12, 1989","1989"
"1351","EDUCATION","Jun. 13, 1989","1989"
"1352","ANOTHER CLASS","Jun. 16, 1989","1989"
"1353","CHANGES IN THE BODY","Jun. 21, 1989","1989"
"1354","A PERSONAL THEOLOGY","Jun. 23, 1989","1989"
"1355","SIN AND SINNERS","Jun. 26, 1989","1989"
"1356","POWER AND ME","Jun. 28, 1989","1989"
"1357","SPIRIT AS PREVENTION","Jul. 01, 1989","1989"
"1358","ACCEPTANCE","Jul. 04, 1989","1989"
"1359","OLD AGE","Jul. 09, 1989","1989"
"1360","A REPLY TO JASON","Jul. 11, 1989","1989"
"1361","ON THE BRINK","Jul. 14, 1989","1989"
"1362","DEATH IN CHRISTIAN PERSPECTIVE","Jul. 15, 1989","1989"
"1363","ETHICS AND ME","Jul. 17, 1989","1989"
"1364","ANOTHER BUMP TOWARD AN","Jul. 19, 1989","1989"
"1365","SATISFACTION","Jul. 20, 1989","1989"
"1366","OLD TESTAMENT ETHICS","Jul. 24, 1989","1989"
"1367","THE EXPERIENCE OF LIGHT","Jul. 26, 1989","1989"
"1368","EMPTYING AND EMPTINESS","Jul. 30, 1989","1989"
"1369","DAVID, MY KING","Aug. 01, 1989","1989"
